toll_date,toll_hour,toll_10_minute_block,minute_of_hour,hour_of_day,day_of_week_int,day_of_week,toll_week,time_period,vehicle_class,detection_group,detection_region,crz_entries,excluded_roadway_entries
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Brooklyn Bridge,Brooklyn,72,22
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Hugh L. Carey Tunnel,Brooklyn,3,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Manhattan Bridge,Brooklyn,96,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Williamsburg Bridge,Brooklyn,178,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,East 60th St,East 60th St,200,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,FDR Drive at 60th St,FDR Drive,85,28
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Holland Tunnel,New Jersey,66,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Lincoln Tunnel,New Jersey,41,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queens Midtown Tunnel,Queens,52,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queensboro Bridge,Queens,55,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West 60th St,West 60th St,87,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:10:00.000,10,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West Side Highway at 60th St,West Side Highway,54,4
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Brooklyn Bridge,Brooklyn,46,31
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Hugh L. Carey Tunnel,Brooklyn,12,3
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Manhattan Bridge,Brooklyn,31,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Williamsburg Bridge,Brooklyn,61,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",East 60th St,East 60th St,77,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",FDR Drive at 60th St,FDR Drive,50,43
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Holland Tunnel,New Jersey,27,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Lincoln Tunnel,New Jersey,38,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queens Midtown Tunnel,Queens,25,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queensboro Bridge,Queens,28,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West 60th St,West 60th St,25,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West Side Highway at 60th St,West Side Highway,34,1
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Brooklyn Bridge,Brooklyn,0,1
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Manhattan Bridge,Brooklyn,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Williamsburg Bridge,Brooklyn,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,East 60th St,East 60th St,8,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,FDR Drive at 60th St,FDR Drive,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Holland Tunnel,New Jersey,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Lincoln Tunnel,New Jersey,5,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queens Midtown Tunnel,Queens,3,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queensboro Bridge,Queens,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West 60th St,West 60th St,8,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Manhattan Bridge,Brooklyn,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Williamsburg Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,East 60th St,East 60th St,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,FDR Drive at 60th St,FDR Drive,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Lincoln Tunnel,New Jersey,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queens Midtown Tunnel,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queensboro Bridge,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West 60th St,West 60th St,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Brooklyn Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Manhattan Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Williamsburg Bridge,Brooklyn,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,East 60th St,East 60th St,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,FDR Drive at 60th St,FDR Drive,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Holland Tunnel,New Jersey,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Lincoln Tunnel,New Jersey,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queens Midtown Tunnel,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queensboro Bridge,Queens,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West 60th St,West 60th St,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West Side Highway at 60th St,West Side Highway,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Brooklyn Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Manhattan Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Williamsburg Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,East 60th St,East 60th St,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,FDR Drive at 60th St,FDR Drive,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Holland Tunnel,New Jersey,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Lincoln Tunnel,New Jersey,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queens Midtown Tunnel,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queensboro Bridge,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West 60th St,West 60th St,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West Side Highway at 60th St,West Side Highway,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Brooklyn Bridge,Brooklyn,70,21
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Hugh L. Carey Tunnel,Brooklyn,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Manhattan Bridge,Brooklyn,95,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Williamsburg Bridge,Brooklyn,124,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,East 60th St,East 60th St,185,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,FDR Drive at 60th St,FDR Drive,79,25
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Holland Tunnel,New Jersey,58,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Lincoln Tunnel,New Jersey,43,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queens Midtown Tunnel,Queens,27,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queensboro Bridge,Queens,46,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West 60th St,West 60th St,106,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:20:00.000,20,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West Side Highway at 60th St,West Side Highway,68,1
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Brooklyn Bridge,Brooklyn,40,29
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Hugh L. Carey Tunnel,Brooklyn,5,3
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Manhattan Bridge,Brooklyn,33,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Williamsburg Bridge,Brooklyn,56,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",East 60th St,East 60th St,61,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",FDR Drive at 60th St,FDR Drive,49,38
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Holland Tunnel,New Jersey,24,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Lincoln Tunnel,New Jersey,34,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queens Midtown Tunnel,Queens,32,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queensboro Bridge,Queens,29,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West 60th St,West 60th St,12,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West Side Highway at 60th St,West Side Highway,27,1
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Manhattan Bridge,Brooklyn,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Williamsburg Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,East 60th St,East 60th St,8,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,FDR Drive at 60th St,FDR Drive,1,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Lincoln Tunnel,New Jersey,5,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queens Midtown Tunnel,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queensboro Bridge,Queens,6,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West 60th St,West 60th St,4,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Manhattan Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Williamsburg Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,East 60th St,East 60th St,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,FDR Drive at 60th St,FDR Drive,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Lincoln Tunnel,New Jersey,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queens Midtown Tunnel,Queens,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queensboro Bridge,Queens,3,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West 60th St,West 60th St,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Brooklyn Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Manhattan Bridge,Brooklyn,0,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Williamsburg Bridge,Brooklyn,2,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,East 60th St,East 60th St,3,0
2025-01-18T00:00:00.000,2025-01-18T02:00:00.000,2025-01-18T02:30:00.000,30,2,7,Saturday,2025-01-12T00:00:00.000,Overnight,4 - Buses,FDR Drive at 60th St,FDR Drive,0,0
